Country name,MedianAnnual cropsMammals,lower 95%Annual cropsMammals,upper 95%Annual cropsMammals,MedianPermanent cropsMammals,lower 95%Permanent cropsMammals,upper 95%Permanent cropsMammals,MedianPastureMammals,lower 95%PastureMammals,upper 95%PastureMammals,MedianUrbanMammals,lower 95%UrbanMammals,upper 95%UrbanMammals,MedianExtensive forestryMammals,lower 95%Extensive forestryMammals,upper 95%Extensive forestryMammals,MedianIntensive forestryMammals,lower 95%Intensive forestryMammals,upper 95%Intensive forestryMammals,MedianAnnual cropsBirds,lower 95%Annual cropsBirds,upper 95%Annual cropsBirds,MedianPermanent cropsBirds,lower 95%Permanent cropsBirds,upper 95%Permanent cropsBirds,MedianPastureBirds,lower 95%PastureBirds,upper 95%PastureBirds,MedianUrbanBirds,lower 95%UrbanBirds,upper 95%UrbanBirds,MedianExtensive forestryBirds,lower 95%Extensive forestryBirds,upper 95%Extensive forestryBirds,MedianIntensive forestryBirds,lower 95%Intensive forestryBirds,upper 95%Intensive forestryBirds,MedianAnnual cropsPlants,lower 95%Annual cropsPlants,upper 95%Annual cropsPlants,MedianPermanent cropsPlants,lower 95%Permanent cropsPlants,upper 95%Permanent cropsPlants,MedianPasturePlants,lower 95%PasturePlants,upper 95%PasturePlants,MedianUrbanPlants,lower 95%UrbanPlants,upper 95%UrbanPlants,MedianExtensive forestryPlants,lower 95%Extensive forestryPlants,upper 95%Extensive forestryPlants,MedianIntensive forestryPlants,lower 95%Intensive forestryPlants,upper 95%Intensive forestryPlants,MedianAnnual cropsAmphibians,lower 95%Annual cropsAmphibians,upper 95%Annual cropsAmphibians,MedianPermanent cropsAmphibians,lower 95%Permanent cropsAmphibians,upper 95%Permanent cropsAmphibians,MedianPastureAmphibians,lower 95%PastureAmphibians,upper 95%PastureAmphibians,MedianUrbanAmphibians,lower 95%UrbanAmphibians,upper 95%UrbanAmphibians,MedianExtensive forestryAmphibians,lower 95%Extensive forestryAmphibians,upper 95%Extensive forestryAmphibians,MedianIntensive forestryAmphibians,lower 95%Intensive forestryAmphibians,upper 95%Intensive forestryAmphibians,MedianAnnual cropsReptiles,lower 95%Annual cropsReptiles,upper 95%Annual cropsReptiles,MedianPermanent cropsReptiles,lower 95%Permanent cropsReptiles,upper 95%Permanent cropsReptiles,MedianPastureReptiles,lower 95%PastureReptiles,upper 95%PastureReptiles,MedianUrbanReptiles,lower 95%UrbanReptiles,upper 95%UrbanReptiles,MedianExtensive forestryReptiles,lower 95%Extensive forestryReptiles,upper 95%Extensive forestryReptiles,MedianIntensive forestryReptiles,lower 95%Intensive forestryReptiles,upper 95%Intensive forestryReptiles
Cape Verde,6.79E-10,-3.24E-09,3.51E-09,2.16E-10,-2.65E-09,4.11524E-09,4.09246E-10,-2.92516E-09,3.44206E-09,9.47381E-10,-5.9331E-09,5.78033E-09,0,0,0,3.50099E-10,-1.0109E-09,1.7333E-09,9.93569E-09,-7.35041E-09,3.40981E-08,1.15751E-08,-8.13098E-09,4.95124E-08,4.56828E-09,-2.37465E-08,3.58959E-08,1.76463E-08,-1.30529E-08,6.78828E-08,0,0,0,8.28076E-09,-7.70811E-09,2.22221E-08,5.56533E-08,-8.89661E-08,1.66773E-07,4.04981E-08,-1.15343E-07,2.76712E-07,2.71148E-08,-1.29041E-07,1.95158E-07,5.25824E-08,-1.40157E-07,2.86819E-07,0,0,0,2.31923E-08,-4.51925E-08,8.55881E-08,3.47774E-10,-2.43007E-10,1.05537E-09,3.01476E-10,-2.93745E-10,1.42628E-09,1.85867E-10,-5.40953E-10,1.18028E-09,4.03757E-10,-1.39151E-11,1.73093E-09,0,0,0,2.35313E-10,-1.42201E-10,7.33615E-10,2.72987E-09,-5.83335E-09,8.63254E-09,2.25527E-09,-8.77526E-09,1.52158E-08,1.20831E-09,-4.12035E-09,1.10148E-08,3.10175E-09,-1.11588E-08,1.91241E-08,0,0,0,1.48597E-09,-2.67286E-09,4.48505E-09
COOK_ISLANDS,0,0,0.00E+00,0,0,0,1.08301E-09,8.18203E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52921E-08,9.62104E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97927E-07,5.61777E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76154E-09,1.66132E-09,7.12634E-06,0,0,0,0,0,0,0,0,0
Cyprus,2.16E-10,-1.17E-10,5.92E-10,1.03E-10,-2.80E-10,6.10411E-10,1.49074E-10,-2.24272E-10,6.19828E-10,3.1163E-10,-1.12966E-10,6.83041E-10,9.53026E-11,-2.43172E-10,5.07677E-10,7.01418E-11,-2.15083E-10,5.44416E-10,9.39886E-09,-3.61786E-09,2.29239E-08,1.15088E-08,-1.61231E-09,2.51395E-08,4.9385E-09,-1.29579E-08,2.50554E-08,1.79241E-08,7.55775E-09,3.04718E-08,2.20071E-09,-1.59464E-09,1.43649E-08,8.3681E-09,-3.59907E-09,2.32413E-08,1.66261E-07,9.35754E-08,3.32578E-07,9.77333E-08,-4.01889E-08,3.07149E-07,4.75447E-08,-4.24974E-08,2.10215E-07,1.20274E-07,-1.16473E-08,3.02215E-07,2.09838E-08,-5.12393E-08,2.35626E-07,5.55794E-08,-5.15982E-08,2.42915E-07,2.59248E-10,-1.27582E-10,6.95992E-10,2.33147E-10,-1.08757E-10,6.48891E-10,1.56408E-10,-1.87728E-10,5.68982E-10,3.10811E-10,6.90108E-11,7.11296E-10,5.91526E-11,-1.24174E-10,4.66036E-10,1.79836E-10,-5.52673E-11,6.62659E-10,2.07757E-09,-1.15141E-09,4.9454E-09,1.92883E-09,-8.51308E-10,4.87371E-09,1.01338E-09,-7.47431E-10,4.00261E-09,2.54785E-09,5.19966E-10,5.36243E-09,4.62799E-10,-9.3702E-10,3.80616E-09,1.03813E-09,-9.32602E-10,4.30886E-09
Denmark,3.80E-10,-2.48E-10,1.05E-09,1.61E-10,-9.20E-10,1.3396E-09,2.61241E-10,-8.44749E-10,1.46391E-09,5.93195E-10,-1.01526E-09,2.34314E-09,1.54692E-10,-6.34601E-10,1.11466E-09,1.24722E-10,-6.85981E-10,1.15241E-09,1.51783E-09,-1.11751E-09,5.05435E-09,2.0596E-09,-1.09546E-09,7.68177E-09,8.29983E-10,-4.14419E-09,5.37018E-09,3.08716E-09,-1.74707E-09,9.44079E-09,4.04342E-10,-5.6274E-10,2.54383E-09,1.54785E-09,-1.176E-09,5.72766E-09,1.55522E-08,-2.80528E-09,3.88788E-08,1.05252E-08,-1.77285E-08,5.60199E-08,7.50255E-09,-3.33256E-08,4.79275E-08,1.36377E-08,-2.59953E-08,5.23674E-08,2.55779E-09,-1.64645E-08,3.58305E-08,1.69184E-09,-1.21188E-08,2.71409E-08,1.39711E-10,-3.04358E-11,4.16291E-10,1.28274E-10,-2.26139E-10,4.37198E-10,7.76653E-11,-1.67255E-10,4.2923E-10,1.71098E-10,-3.02902E-10,4.82651E-10,2.74449E-11,-1.2227E-10,2.45896E-10,9.77009E-11,-1.55012E-10,4.36039E-10,5.1571E-11,-1.66975E-11,1.43546E-10,4.81157E-11,-6.10643E-11,1.68188E-10,2.52809E-11,-3.11414E-11,1.35634E-10,6.45606E-11,-7.58311E-11,1.89761E-10,1.04994E-11,-3.65276E-11,1.03886E-10,2.47801E-11,-3.90941E-11,1.25565E-10
Djibouti,1.78E-10,-1.23E-09,1.25E-09,4.46E-11,-9.36E-10,1.12173E-09,3.98381E-10,6.44847E-11,7.8439E-10,5.67213E-10,-3.59862E-09,4.39014E-09,5.15723E-11,-5.47238E-10,9.32851E-10,3.37627E-11,-6.37406E-10,9.81236E-10,4.78293E-10,-5.06486E-09,5.36549E-09,7.40377E-10,-4.21688E-09,5.60467E-09,1.73388E-09,1.50568E-10,3.7613E-09,3.14461E-09,-2.12315E-08,2.27875E-08,1.12497E-10,-1.07309E-09,1.95457E-09,4.5774E-10,-4.19192E-09,5.34313E-09,2.19027E-09,-1.86814E-08,2.814E-08,1.62969E-09,-1.63428E-08,2.10603E-08,2.54797E-09,3.28291E-10,5.62343E-09,2.95246E-09,-2.7449E-08,3.55608E-08,2.27877E-10,-9.39222E-09,9.63827E-09,7.70335E-10,-1.216E-08,9.81358E-09,1.59024E-11,-9.35141E-11,1.18304E-10,1.45728E-11,-7.4684E-11,1.22888E-10,4.03672E-11,6.6263E-12,7.84203E-11,5.71775E-11,-3.60183E-10,4.57092E-10,2.08414E-12,-4.13001E-11,5.24906E-11,1.04312E-11,-6.69085E-11,1.1517E-10,2.82324E-10,-1.70622E-09,2.72371E-09,2.48021E-10,-1.09301E-09,2.26064E-09,2.9857E-10,7.97022E-11,5.85347E-10,6.25513E-10,-3.13138E-09,6.51889E-09,5.68224E-11,-6.819E-10,9.21836E-10,1.23926E-10,-1.01714E-09,1.42205E-09
Dominica,6.83E-09,-8.06E-10,2.01E-08,3.29E-09,-9.26E-09,1.95028E-08,3.91959E-09,-7.52302E-09,2.08708E-08,8.55172E-09,2.00826E-09,2.23729E-08,2.91979E-09,-5.34595E-09,1.56017E-08,3.6891E-09,-5.80903E-09,2.02115E-08,5.75186E-08,-3.4483E-09,1.39662E-07,5.81962E-08,-9.11244E-09,1.3728E-07,2.37801E-08,-7.76291E-08,1.28157E-07,8.93738E-08,4.57704E-08,1.66961E-07,1.0009E-08,-7.98815E-09,6.7898E-08,4.68439E-08,-1.95768E-08,1.28563E-07,6.85276E-07,7.98999E-08,1.7648E-06,5.04001E-07,-1.82518E-07,1.55422E-06,4.90565E-07,6.7515E-08,1.48348E-06,6.28185E-07,-5.84694E-08,1.57852E-06,1.4011E-07,-2.57494E-07,9.19116E-07,5.1364E-07,-1.3314E-07,1.47348E-06,2.91321E-09,-1.22078E-09,7.88721E-09,2.61915E-09,-1.09938E-09,7.39917E-09,1.65013E-09,-2.51451E-09,6.43896E-09,3.4052E-09,9.11962E-10,7.891E-09,6.24409E-10,-1.36702E-09,5.30062E-09,2.04298E-09,-6.92421E-10,7.88374E-09,2.13291E-08,-9.17084E-09,5.54569E-08,1.89607E-08,-7.72318E-09,5.22609E-08,1.0277E-08,-6.74534E-09,4.56589E-08,2.44355E-08,6.67481E-09,5.48696E-08,4.42757E-09,-9.45576E-09,3.79505E-08,1.01673E-08,-1.09455E-08,4.2943E-08
JARVIS_ISLAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,7.86E-10,-5.20E-10,2.28E-09,4.07E-10,-1.67E-09,2.22423E-09,5.47199E-10,-1.28518E-09,2.30559E-09,7.68239E-10,-7.34578E-10,3.01691E-09,3.2242E-10,-1.28341E-09,1.7751E-09,2.92007E-10,-1.09829E-09,2.74567E-09,8.14077E-09,-4.18919E-09,2.11166E-08,9.38403E-09,-5.57942E-09,2.8657E-08,4.57737E-09,-2.0641E-08,2.12789E-08,1.07007E-08,-8.83902E-10,2.7937E-08,1.77921E-09,-2.28872E-09,1.10429E-08,7.18442E-09,-5.65222E-09,2.64625E-08,9.7984E-08,-2.27166E-08,2.25347E-07,8.20471E-08,-3.83948E-08,2.43318E-07,6.73773E-08,-3.1107E-08,2.1619E-07,9.03476E-08,-1.89159E-08,2.36462E-07,1.81266E-08,-4.7119E-08,1.38389E-07,6.13671E-08,-3.58409E-08,2.01671E-07,1.22279E-09,-7.44123E-10,3.14101E-09,1.18492E-09,-7.2403E-10,3.37792E-09,7.91426E-10,-9.39774E-10,2.94203E-09,1.38823E-09,-1.8728E-10,3.86191E-09,2.65041E-10,-8.0206E-10,2.19717E-09,8.80067E-10,-4.8436E-10,3.57375E-09,4.19704E-09,-2.69487E-09,9.78306E-09,4.06783E-09,-2.29416E-09,1.05568E-08,2.20626E-09,-1.60379E-09,8.41026E-09,4.31405E-09,-1.47529E-10,1.06695E-08,9.00821E-10,-2.49894E-09,6.33901E-09,2.01803E-09,-2.4451E-09,9.11359E-09
Ecuador,2.45E-09,-6.44E-09,1.26E-08,1.21E-09,-6.69E-09,9.79153E-09,1.71278E-09,-4.62058E-09,8.20956E-09,3.16334E-09,-1.02881E-08,1.76656E-08,9.87137E-10,-4.75849E-09,6.73259E-09,1.0848E-09,-5.44836E-09,9.96925E-09,5.77176E-09,-1.35033E-08,3.03126E-08,6.13694E-09,-1.72456E-08,3.40823E-08,3.57411E-09,-2.20291E-08,2.2304E-08,9.50476E-09,-2.56994E-08,4.84707E-08,1.03642E-09,-3.83256E-09,8.57311E-09,4.69975E-09,-1.31976E-08,2.88624E-08,6.54686E-08,-4.42248E-08,2.15998E-07,5.08142E-08,-4.10588E-08,1.84743E-07,4.66702E-08,-2.63062E-08,1.63626E-07,6.17248E-08,-6.30552E-08,2.11147E-07,1.23456E-08,-4.60618E-08,9.46562E-08,4.68541E-08,-5.0219E-08,1.76619E-07,1.43059E-09,-3.69237E-09,5.93688E-09,1.27248E-09,-3.5101E-09,6.28322E-09,9.16692E-10,-2.50692E-09,3.88155E-09,1.6672E-09,-5.42571E-09,9.0428E-09,3.05248E-10,-1.6453E-09,2.62409E-09,9.27989E-10,-3.69712E-09,5.91648E-09,1.51643E-09,-2.43441E-09,5.38737E-09,1.34895E-09,-2.46057E-09,5.27864E-09,7.68442E-10,-1.27745E-09,3.04855E-09,1.73959E-09,-2.79656E-09,7.60722E-09,3.26545E-10,-1.36033E-09,2.35139E-09,6.89737E-10,-2.01545E-09,4.22996E-09
Egypt,2.85E-11,-9.03E-11,1.29E-10,1.21E-11,-8.09E-11,1.28409E-10,2.90062E-11,-1.23482E-11,7.65493E-11,4.8721E-11,-1.81451E-10,2.72064E-10,7.64327E-12,-3.02858E-11,4.69957E-11,6.23982E-12,-2.97131E-11,5.81097E-11,9.08572E-11,-2.26005E-10,4.30307E-10,1.16654E-10,-2.28225E-10,4.59778E-10,8.38866E-11,-6.54047E-11,3.01813E-10,2.22388E-10,-5.17646E-10,9.52561E-10,1.83461E-11,-1.91269E-11,1.1409E-10,7.2391E-11,-5.05937E-11,2.5066E-10,5.92247E-10,-1.01773E-09,2.18299E-09,4.60369E-10,-8.29066E-10,1.93677E-09,4.70102E-10,-2.18656E-10,1.32683E-09,6.87857E-10,-2.39336E-09,4.34645E-09,8.68608E-11,-3.81597E-10,7.59264E-10,2.14228E-10,-3.74155E-10,1.02008E-09,5.69688E-12,-8.42316E-12,1.89539E-11,5.16377E-12,-8.50324E-12,1.87367E-11,4.7902E-12,-2.12647E-12,1.26432E-11,8.38365E-12,-2.36062E-11,3.89203E-11,9.69476E-13,-2.86824E-12,7.28847E-12,3.14695E-12,-1.42459E-12,1.12357E-11,3.54175E-11,-1.1079E-10,1.53729E-10,3.31291E-11,-8.51508E-11,1.52277E-10,2.48692E-11,-6.61413E-12,6.45362E-11,5.35389E-11,-2.05266E-10,4.00863E-10,5.2913E-12,-1.65663E-11,4.08639E-11,1.2015E-11,-1.99833E-11,5.42007E-11
Ireland,2.20E-10,-4.32E-10,8.48E-10,7.20E-11,-6.23E-10,8.35203E-10,1.8276E-10,-1.08713E-10,6.28191E-10,3.33489E-10,-7.94084E-10,1.1855E-09,7.31031E-11,-4.21814E-10,6.17986E-10,5.72114E-11,-4.76835E-10,7.49118E-10,9.14999E-10,-2.89064E-09,4.38649E-09,1.2925E-09,-4.67682E-09,6.01881E-09,8.5446E-10,-1.21548E-09,4.35281E-09,2.28528E-09,-6.66941E-09,8.69119E-09,2.31147E-10,-9.77598E-10,2.00861E-09,8.69512E-10,-3.91034E-09,4.74496E-09,8.68967E-09,-1.62269E-08,3.37298E-08,5.10119E-09,-1.46883E-08,2.57166E-08,5.65155E-09,-7.64224E-09,2.37388E-08,7.22417E-09,-1.82037E-08,2.6122E-08,8.38201E-10,-1.17856E-08,2.20547E-08,6.1637E-10,-1.01617E-08,1.46714E-08,4.49872E-11,-6.41624E-11,1.58657E-10,3.87427E-11,-9.16811E-11,1.47225E-10,2.93089E-11,-2.61161E-11,1.06983E-10,5.51369E-11,-1.23433E-10,1.6991E-10,7.25286E-12,-3.96333E-11,8.18146E-11,2.84991E-11,-9.04817E-11,1.43663E-10,2.88811E-11,-3.77915E-11,1.08356E-10,2.52226E-11,-3.7859E-11,1.06526E-10,1.47862E-11,-1.15007E-11,5.74565E-11,3.40651E-11,-4.07192E-11,1.26224E-10,5.50676E-12,-2.37382E-11,4.93544E-11,1.28151E-11,-2.92862E-11,7.52247E-11
Equatorial Guinea,1.29E-09,-5.00E-09,8.21E-09,5.45E-10,-3.38E-09,6.21347E-09,7.8901E-10,-3.49237E-09,5.37102E-09,1.59042E-09,-5.97137E-09,9.64494E-09,6.13689E-10,-3.1505E-09,2.46593E-09,8.54884E-10,-2.36011E-09,5.0016E-09,4.52773E-09,-4.44832E-09,1.49641E-08,4.63719E-09,-7.71252E-09,1.8925E-08,2.0414E-09,-1.61314E-08,1.17597E-08,6.82078E-09,-9.74211E-09,2.81982E-08,7.86727E-10,-1.66589E-09,3.88897E-09,3.87902E-09,-4.65013E-09,1.2796E-08,4.82437E-08,3.58684E-09,1.29294E-07,3.65318E-08,-1.9213E-08,1.10287E-07,3.55184E-08,6.25577E-09,1.04225E-07,4.54206E-08,-6.00025E-09,1.37983E-07,9.36474E-09,-4.18986E-08,3.7808E-08,3.72873E-08,-1.19951E-08,9.69418E-08,8.78135E-10,-9.35139E-10,3.19102E-09,7.80782E-10,-1.16973E-09,3.81937E-09,4.99899E-10,-1.61476E-09,2.94254E-09,1.00775E-09,-1.63247E-09,4.83936E-09,2.0131E-10,-1.33379E-09,9.9159E-10,6.29881E-10,-6.36465E-10,2.88481E-09,9.09612E-10,-1.6563E-09,3.36524E-09,7.8401E-10,-1.91594E-09,4.93577E-09,4.31201E-10,-1.19635E-09,2.41172E-09,1.01769E-09,-1.99469E-09,6.66784E-09,2.13981E-10,-1.48248E-09,1.05123E-09,4.45691E-10,-1.13836E-09,2.45718E-09
Estonia,9.26E-11,-8.54E-11,2.06E-10,3.93E-11,-1.72E-10,3.7023E-10,6.23743E-11,-1.73536E-10,2.55855E-10,1.2832E-10,-1.79604E-10,6.12785E-10,4.13559E-11,-1.66516E-10,1.82186E-10,2.91029E-11,-1.4067E-10,2.5439E-10,2.55378E-10,-2.13491E-10,4.7264E-10,3.06286E-10,-4.82442E-10,1.50128E-09,1.45555E-10,-8.05832E-10,7.52193E-10,4.44986E-10,-7.87443E-10,2.2229E-09,6.15823E-11,-1.41066E-10,3.43554E-10,2.12295E-10,-3.0653E-10,1.3581E-09,2.31864E-09,-1.094E-09,4.62872E-09,1.54775E-09,-2.39503E-09,7.80712E-09,1.2244E-09,-3.63195E-09,5.86914E-09,1.88904E-09,-2.93858E-09,7.15692E-09,4.68481E-10,-2.32649E-09,4.2178E-09,2.32479E-10,-2.35775E-09,2.90585E-09,1.79979E-11,-1.55224E-11,3.43311E-11,1.59254E-11,-1.52238E-11,6.90347E-11,1.04769E-11,-2.79171E-11,4.12199E-11,2.08325E-11,-7.95117E-12,8.72636E-11,3.96599E-12,-1.66077E-11,2.77526E-11,1.22562E-11,-7.43259E-12,6.60502E-11,7.49844E-12,-5.77059E-12,1.40661E-11,6.43279E-12,-1.27737E-11,2.61762E-11,3.65079E-12,-5.53591E-12,1.62307E-11,8.68604E-12,-1.47426E-11,3.70246E-11,1.64648E-12,-5.26342E-12,1.12258E-11,3.49722E-12,-1.40131E-11,1.64514E-11
Eritrea,1.77E-10,-5.10E-10,8.05E-10,5.90E-11,-4.99E-10,7.63979E-10,2.03959E-10,-1.02451E-10,5.61832E-10,3.28204E-10,-1.3141E-09,1.93412E-09,6.16501E-11,-3.22861E-10,5.99988E-10,6.07696E-11,-3.78076E-10,6.73249E-10,5.74459E-10,-2.7279E-09,3.24782E-09,6.90504E-10,-2.67058E-09,3.60012E-09,8.07096E-10,-8.86676E-10,2.67789E-09,1.6963E-09,-8.42612E-09,9.56552E-09,1.0825E-10,-6.92017E-10,1.30904E-09,4.85458E-10,-2.30785E-09,3.45107E-09,3.86351E-09,-7.02344E-09,1.78697E-08,2.94096E-09,-7.41261E-09,1.54985E-08,3.04904E-09,-3.7252E-11,8.91178E-09,3.94111E-09,-1.04059E-08,1.98185E-08,6.41975E-10,-4.63024E-09,8.1575E-09,2.47852E-09,-5.49666E-09,9.99975E-09,2.9964E-11,-5.84273E-11,1.22162E-10,2.59665E-11,-7.48661E-11,1.42968E-10,2.85867E-11,-3.02894E-11,9.3647E-11,4.66698E-11,-1.80856E-10,2.80615E-10,5.63582E-12,-3.65237E-11,7.85295E-11,1.94626E-11,-7.11178E-11,1.34017E-10,1.68617E-10,-6.62092E-10,1.14975E-09,1.45946E-10,-4.72222E-10,1.0398E-09,1.32406E-10,2.46153E-12,3.28362E-10,2.8336E-10,-1.13028E-09,2.39769E-09,3.37357E-11,-2.92127E-10,4.47714E-10,7.28311E-11,-4.29639E-10,6.77046E-10
El Salvador,3.17E-09,-1.71E-09,7.78E-09,1.52E-09,-5.74E-09,7.76243E-09,1.96226E-09,-6.4331E-09,8.67225E-09,4.14831E-09,-5.85799E-09,1.69063E-08,1.33397E-09,-5.03595E-09,5.8375E-09,1.08369E-09,-4.8502E-09,8.99652E-09,4.16059E-09,-2.23238E-09,7.66437E-09,4.9184E-09,-1.429E-09,1.14804E-08,1.99215E-09,-8.47289E-09,9.64937E-09,7.30945E-09,1.94751E-09,1.67606E-08,9.38875E-10,-8.59233E-10,5.00835E-09,3.59611E-09,-2.38381E-09,1.10595E-08,5.60586E-08,-2.94715E-08,1.09466E-07,4.5118E-08,-3.24962E-08,1.3815E-07,3.26963E-08,-5.28166E-08,1.31079E-07,5.36713E-08,-2.76495E-08,1.60121E-07,1.02459E-08,-3.33589E-08,8.61774E-08,2.75122E-08,-2.92737E-08,1.13365E-07,1.10606E-09,-9.6322E-10,2.14535E-09,1.03377E-09,-7.21127E-10,2.9026E-09,6.4619E-10,-1.23449E-09,2.53806E-09,1.3234E-09,-2.16243E-10,4.06004E-09,2.38899E-10,-8.38419E-10,1.69811E-09,7.67513E-10,-4.26546E-10,3.33489E-09,2.20356E-09,-1.78456E-09,4.10079E-09,2.04649E-09,-1.47931E-09,5.80838E-09,1.111E-09,-1.06575E-09,4.73462E-09,2.60917E-09,-6.38368E-10,7.86247E-09,4.73687E-10,-1.53273E-09,3.10945E-09,1.04356E-09,-1.55177E-09,4.63965E-09
Ethiopia,3.11E-10,-3.60E-10,1.21E-09,1.19E-10,-5.16E-10,1.19182E-09,2.26639E-10,-2.5812E-10,1.05074E-09,4.34912E-10,-5.33315E-10,1.61999E-09,1.18851E-10,-3.52637E-10,9.05119E-10,1.08455E-10,-4.87783E-10,9.95E-10,1.06388E-09,-2.13911E-09,4.21294E-09,1.27444E-09,-2.64064E-09,4.90063E-09,7.33921E-10,-1.96576E-09,4.38352E-09,2.10449E-09,-3.88351E-09,6.9896E-09,2.08568E-10,-7.40916E-10,2.02124E-09,9.11951E-10,-2.0387E-09,4.5319E-09,7.11387E-09,-4.88637E-09,2.37436E-08,5.43759E-09,-6.60459E-09,2.30398E-08,4.84447E-09,-1.25337E-09,1.98189E-08,6.86995E-09,-6.57586E-09,2.32921E-08,1.18357E-09,-4.15736E-09,1.37052E-08,4.66312E-09,-5.31449E-09,1.76787E-08,7.32336E-11,-7.00455E-11,2.94126E-10,6.60121E-11,-1.1021E-10,3.15422E-10,4.85209E-11,-7.43586E-11,2.42403E-10,9.15E-11,-1.60547E-10,3.90973E-10,1.4835E-11,-5.67433E-11,2.06187E-10,4.92295E-11,-1.07786E-10,2.95025E-10,2.18512E-10,-3.93956E-10,8.67643E-10,1.89301E-10,-3.75089E-10,9.21144E-10,1.08637E-10,-4.42356E-11,4.94329E-10,2.54328E-10,-5.21443E-10,1.139E-09,4.25621E-11,-2.06991E-10,4.30261E-10,9.13728E-11,-3.00954E-10,6.07209E-10
Czech Republic,1.57E-10,-1.24E-10,3.80E-10,7.06E-11,-4.44E-10,5.89111E-10,1.103E-10,-3.22534E-10,6.82099E-10,2.40209E-10,-2.59949E-10,1.06359E-09,7.0732E-11,-2.71356E-10,4.33795E-10,5.28867E-11,-2.62332E-10,5.10144E-10,4.22215E-10,-3.0281E-10,1.00172E-09,5.57211E-10,-3.80378E-10,1.83576E-09,2.29285E-10,-1.16465E-09,1.30539E-09,8.46187E-10,-2.53563E-10,2.53389E-09,1.10725E-10,-1.81623E-10,6.57327E-10,4.08687E-10,-3.84653E-10,1.42182E-09,5.87765E-09,-2.51942E-09,1.3261E-08,4.08615E-09,-6.60487E-09,2.32756E-08,2.92819E-09,-1.27822E-08,1.89003E-08,5.25705E-09,-5.60359E-09,2.28176E-08,1.14837E-09,-6.33046E-09,1.31391E-08,8.66264E-10,-4.75766E-09,1.05247E-08,4.34068E-11,-3.00333E-11,1.03845E-10,4.00063E-11,-4.28691E-11,1.47389E-10,2.46576E-11,-5.02592E-11,1.22037E-10,5.3573E-11,-3.82685E-11,1.59017E-10,9.34821E-12,-3.22528E-11,7.89392E-11,3.11772E-11,-2.9725E-11,1.35765E-10,3.36437E-11,-1.76605E-11,7.53299E-11,3.02978E-11,-4.10296E-11,1.08516E-10,1.62387E-11,-2.37432E-11,8.17695E-11,4.11273E-11,-5.27647E-11,1.25236E-10,7.27816E-12,-2.367E-11,6.18681E-11,1.63567E-11,-2.56746E-11,7.62482E-11
French Guiana,3.84E-10,-2.93E-09,4.22E-09,1.60E-10,-2.56E-09,4.15394E-09,2.5496E-10,-2.44914E-09,2.71489E-09,5.1714E-10,-3.30021E-09,5.57588E-09,2.43174E-10,-9.19355E-10,1.08471E-09,1.87731E-10,-2.18257E-09,3.42202E-09,1.61748E-09,-9.60114E-09,1.30647E-08,1.65748E-09,-9.57474E-09,1.6402E-08,8.41886E-10,-1.27989E-08,1.17889E-08,2.54445E-09,-1.56412E-08,2.15454E-08,3.33116E-10,-1.38384E-09,1.69008E-09,1.36229E-09,-7.21982E-09,1.17213E-08,1.51787E-08,-1.05913E-07,1.64731E-07,1.12321E-08,-7.45937E-08,1.40233E-07,1.14446E-08,-7.52393E-08,1.1783E-07,1.37286E-08,-9.43744E-08,1.46299E-07,4.35303E-09,-3.35629E-08,3.22452E-08,1.14828E-08,-6.55073E-08,1.29964E-07,2.15565E-10,-2.00011E-09,2.77702E-09,1.88943E-10,-2.23957E-09,2.48434E-09,1.28481E-10,-1.6355E-09,1.39312E-09,2.70786E-10,-2.50884E-09,3.22349E-09,8.64791E-11,-3.06868E-10,4.87644E-10,1.62396E-10,-1.2583E-09,2.39396E-09,3.18693E-10,-2.75814E-09,4.29608E-09,2.68306E-10,-2.94703E-09,3.81216E-09,1.72964E-10,-1.03221E-09,1.88541E-09,3.78382E-10,-4.10509E-09,4.70728E-09,1.23349E-10,-6.02443E-10,5.88632E-10,1.47104E-10,-1.74639E-09,2.99436E-09
