Country name,MedianAnnual cropsMammals,lower 95%Annual cropsMammals,upper 95%Annual cropsMammals,MedianPermanent cropsMammals,lower 95%Permanent cropsMammals,upper 95%Permanent cropsMammals,MedianPastureMammals,lower 95%PastureMammals,upper 95%PastureMammals,MedianUrbanMammals,lower 95%UrbanMammals,upper 95%UrbanMammals,MedianExtensive forestryMammals,lower 95%Extensive forestryMammals,upper 95%Extensive forestryMammals,MedianIntensive forestryMammals,lower 95%Intensive forestryMammals,upper 95%Intensive forestryMammals,MedianAnnual cropsBirds,lower 95%Annual cropsBirds,upper 95%Annual cropsBirds,MedianPermanent cropsBirds,lower 95%Permanent cropsBirds,upper 95%Permanent cropsBirds,MedianPastureBirds,lower 95%PastureBirds,upper 95%PastureBirds,MedianUrbanBirds,lower 95%UrbanBirds,upper 95%UrbanBirds,MedianExtensive forestryBirds,lower 95%Extensive forestryBirds,upper 95%Extensive forestryBirds,MedianIntensive forestryBirds,lower 95%Intensive forestryBirds,upper 95%Intensive forestryBirds,MedianAnnual cropsPlants,lower 95%Annual cropsPlants,upper 95%Annual cropsPlants,MedianPermanent cropsPlants,lower 95%Permanent cropsPlants,upper 95%Permanent cropsPlants,MedianPasturePlants,lower 95%PasturePlants,upper 95%PasturePlants,MedianUrbanPlants,lower 95%UrbanPlants,upper 95%UrbanPlants,MedianExtensive forestryPlants,lower 95%Extensive forestryPlants,upper 95%Extensive forestryPlants,MedianIntensive forestryPlants,lower 95%Intensive forestryPlants,upper 95%Intensive forestryPlants,MedianAnnual cropsAmphibians,lower 95%Annual cropsAmphibians,upper 95%Annual cropsAmphibians,MedianPermanent cropsAmphibians,lower 95%Permanent cropsAmphibians,upper 95%Permanent cropsAmphibians,MedianPastureAmphibians,lower 95%PastureAmphibians,upper 95%PastureAmphibians,MedianUrbanAmphibians,lower 95%UrbanAmphibians,upper 95%UrbanAmphibians,MedianExtensive forestryAmphibians,lower 95%Extensive forestryAmphibians,upper 95%Extensive forestryAmphibians,MedianIntensive forestryAmphibians,lower 95%Intensive forestryAmphibians,upper 95%Intensive forestryAmphibians,MedianAnnual cropsReptiles,lower 95%Annual cropsReptiles,upper 95%Annual cropsReptiles,MedianPermanent cropsReptiles,lower 95%Permanent cropsReptiles,upper 95%Permanent cropsReptiles,MedianPastureReptiles,lower 95%PastureReptiles,upper 95%PastureReptiles,MedianUrbanReptiles,lower 95%UrbanReptiles,upper 95%UrbanReptiles,MedianExtensive forestryReptiles,lower 95%Extensive forestryReptiles,upper 95%Extensive forestryReptiles,MedianIntensive forestryReptiles,lower 95%Intensive forestryReptiles,upper 95%Intensive forestryReptiles
Cayman Islands,1.49414E-07,-2.17182E-07,4.93337E-07,8.84121E-08,-4.01626E-07,3.76489E-07,9.66176E-08,-3.04109E-07,5.29653E-07,2.06339E-07,-4.31795E-07,9.36519E-07,6.63215E-08,-2.55442E-07,3.30983E-07,4.4989E-08,-3.1685E-07,4.86454E-07,5.12846E-07,-2.53939E-07,1.1912E-06,6.24562E-07,-1.18648E-07,1.40959E-06,2.53508E-07,-1.11473E-06,1.25189E-06,9.52037E-07,4.46771E-07,1.98776E-06,1.21541E-07,-1.0608E-07,5.86612E-07,4.47722E-07,-2.18218E-07,1.33531E-06,2.09889E-06,-9.43715E-07,7.3575E-06,1.70694E-06,-1.00071E-06,6.75707E-06,1.04219E-06,-2.49649E-06,6.1986E-06,2.05054E-06,-1.28607E-06,6.92723E-06,3.30834E-07,-1.68126E-06,4.23895E-06,7.67044E-07,-1.39376E-06,5.66524E-06,1.93273E-07,-1.29068E-07,4.32784E-07,1.78407E-07,-1.41262E-07,4.12088E-07,1.09008E-07,-2.25012E-07,4.01841E-07,2.30983E-07,3.05583E-08,6.81989E-07,4.10941E-08,-1.20663E-07,2.3603E-07,1.33967E-07,-5.11404E-08,5.5305E-07,1.03165E-06,-6.99073E-07,2.25553E-06,9.5035E-07,-5.66479E-07,2.08631E-06,5.0982E-07,-4.45732E-07,1.93928E-06,1.24511E-06,1.64761E-07,3.39707E-06,2.15988E-07,-7.96167E-07,1.18626E-06,4.89892E-07,-5.69505E-07,2.0469E-06
COCOS__KEELING__ISLANDS,0,0,0,0,0,0,2.66417E-07,1.89321E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75476E-07,6.43712E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60776E-05,5.11961E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85778E-07,1.1275E-07,0.000691618,0,0,0,0,0,0,0,0,0
Cameroon,7.76218E-08,-1.72069E-07,4.993E-07,3.20915E-08,-1.93726E-07,4.20191E-07,4.43953E-08,-2.01257E-07,3.58141E-07,9.36139E-08,-2.17614E-07,5.94991E-07,3.55511E-08,-1.66736E-07,1.72692E-07,4.76241E-08,-1.38094E-07,3.39544E-07,2.63668E-07,-9.93763E-08,1.01973E-06,2.73507E-07,-1.68901E-07,1.17644E-06,1.11371E-07,-8.18917E-07,8.3573E-07,3.89627E-07,-7.22418E-08,1.30044E-06,4.59742E-08,-7.86459E-08,3.098E-07,2.25556E-07,-1.96347E-07,8.86354E-07,2.02402E-06,-1.24569E-06,8.11718E-06,1.54649E-06,-2.28745E-06,7.12095E-06,1.48037E-06,-7.53605E-07,6.61925E-06,1.88412E-06,-2.11421E-06,7.60444E-06,3.99824E-07,-2.09424E-06,2.83737E-06,1.53126E-06,-1.67569E-06,5.47962E-06,4.60207E-08,-6.34295E-08,1.95824E-07,4.12476E-08,-7.85575E-08,2.32412E-07,2.54212E-08,-8.96978E-08,1.73298E-07,5.35804E-08,-9.8541E-08,2.58932E-07,1.0883E-08,-6.07102E-08,7.21324E-08,3.34077E-08,-3.69161E-08,1.69339E-07,4.1542E-08,-1.17977E-07,1.86341E-07,3.63404E-08,-1.34493E-07,2.79972E-07,1.99167E-08,-7.99128E-08,1.64978E-07,4.76583E-08,-1.9464E-07,2.97944E-07,1.0554E-08,-5.66185E-08,7.42696E-08,2.01366E-08,-7.74442E-08,1.43971E-07
Comoros,1.58874E-07,-6.63172E-08,4.22896E-07,7.94014E-08,-2.2396E-07,4.54234E-07,9.42683E-08,-2.57666E-07,3.90005E-07,2.00536E-07,-4.751E-08,5.81645E-07,6.57122E-08,-1.61794E-07,3.22644E-07,9.96514E-08,-1.64967E-07,4.25464E-07,2.34427E-06,-2.26593E-07,5.67359E-06,2.39527E-06,-5.81978E-07,5.95484E-06,1.05974E-06,-3.82324E-06,5.25203E-06,3.72022E-06,1.13013E-06,8.48432E-06,3.85419E-07,-4.50085E-07,2.34328E-06,1.95754E-06,-9.49908E-07,5.78928E-06,5.12126E-05,6.87691E-06,0.000131839,3.87719E-05,-1.41975E-05,0.000124444,3.83132E-05,6.68116E-06,0.000108267,4.80023E-05,-3.30369E-06,0.000123144,9.99325E-06,-1.94537E-05,6.60238E-05,4.04877E-05,-8.80939E-06,0.000107931,3.00407E-08,-1.9711E-08,8.13776E-08,2.8808E-08,-1.67245E-08,9.17224E-08,1.86598E-08,-2.87028E-08,7.34335E-08,3.82161E-08,3.05373E-09,1.1168E-07,7.04425E-09,-1.68274E-08,5.36767E-08,2.25343E-08,-7.54285E-09,8.62464E-08,5.82955E-07,-3.75276E-07,1.5639E-06,5.44459E-07,-3.20945E-07,1.50748E-06,2.96736E-07,-2.63784E-07,1.19849E-06,7.15355E-07,7.09251E-08,2.21827E-06,1.27628E-07,-3.7882E-07,8.69056E-07,2.84278E-07,-3.57757E-07,1.35539E-06
Colombia,1.88813E-07,-6.4368E-07,1.06408E-06,8.5861E-08,-6.26149E-07,8.73995E-07,1.29721E-07,-4.29709E-07,6.73092E-07,2.41161E-07,-9.71224E-07,1.44314E-06,7.57426E-08,-3.87682E-07,5.42437E-07,8.71984E-08,-5.22943E-07,8.62008E-07,4.09921E-07,-1.51389E-06,2.35955E-06,4.36021E-07,-1.74499E-06,2.53692E-06,2.54791E-07,-1.41674E-06,1.72832E-06,6.7807E-07,-2.54997E-06,3.92646E-06,7.18115E-08,-3.68548E-07,6.0594E-07,3.28546E-07,-1.40393E-06,2.30891E-06,4.06988E-06,-6.05406E-06,1.92227E-05,3.06064E-06,-5.11156E-06,1.51827E-05,2.85985E-06,-4.20533E-06,1.29433E-05,3.75555E-06,-6.10412E-06,1.78631E-05,8.01906E-07,-4.15773E-06,6.0393E-06,2.8472E-06,-6.31023E-06,1.53707E-05,6.47965E-08,-2.33026E-07,3.66183E-07,5.76536E-08,-2.38115E-07,3.62535E-07,4.11482E-08,-1.64555E-07,2.47692E-07,7.71813E-08,-3.46007E-07,4.92283E-07,1.5156E-08,-9.03545E-08,1.36929E-07,4.29365E-08,-2.14068E-07,3.37023E-07,9.49441E-08,-3.12862E-07,4.76877E-07,8.52495E-08,-3.27943E-07,5.08332E-07,4.75313E-08,-1.77068E-07,2.57941E-07,1.13576E-07,-3.82931E-07,6.88058E-07,2.27766E-08,-9.44095E-08,1.8739E-07,4.37446E-08,-2.24621E-07,3.77785E-07
Northern Mariana Islands,3.48598E-07,-1.35999E-07,3.50724E-06,1.59337E-07,-3.85188E-07,3.73933E-06,2.36776E-07,-2.82437E-07,3.87837E-06,4.87772E-07,-6.82367E-08,4.08718E-06,0,0,0,0,0,0,8.43108E-06,-3.29078E-06,0.000133709,1.03728E-05,-2.61099E-06,0.00014286,5.13229E-06,-9.40496E-06,0.000193348,1.77873E-05,1.41042E-06,0.000188347,0,0,0,0,0,0,9.84813E-05,-5.07632E-05,0.001015615,7.94432E-05,-3.34409E-05,0.000991858,5.47335E-05,-5.93691E-05,0.001131742,9.06298E-05,-1.0661E-05,0.001137255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15982E-06,-1.01452E-06,3.37934E-05,2.94432E-06,-9.04449E-07,2.93746E-05,1.73187E-06,-7.12417E-07,2.80973E-05,3.74811E-06,7.48638E-07,3.22204E-05,0,0,0,0,0,0
Costa Rica,6.90448E-07,-1.39328E-06,4.2668E-06,3.01099E-07,-2.12851E-06,2.9786E-06,4.28682E-07,-1.65448E-06,2.53283E-06,8.67622E-07,-1.83191E-06,5.01205E-06,3.13264E-07,-1.3144E-06,1.33303E-06,3.78885E-07,-1.31616E-06,2.99768E-06,1.40082E-06,-2.77904E-06,5.06695E-06,1.41388E-06,-2.91559E-06,5.74377E-06,6.90167E-07,-4.93031E-06,4.33416E-06,2.16088E-06,-4.22999E-06,9.43934E-06,2.36613E-07,-6.48164E-07,1.24753E-06,1.13222E-06,-2.59397E-06,5.32215E-06,2.06044E-05,-1.51057E-05,8.094E-05,1.54408E-05,-1.02845E-05,6.14451E-05,1.51829E-05,-7.26182E-06,5.71998E-05,1.91214E-05,-1.50461E-05,8.01494E-05,4.00142E-06,-2.23279E-05,2.51117E-05,1.57749E-05,-1.06366E-05,5.80985E-05,2.91706E-07,-6.37331E-07,1.48565E-06,2.58185E-07,-5.83601E-07,1.5488E-06,1.80106E-07,-6.35343E-07,9.22376E-07,3.48542E-07,-7.59333E-07,2.16161E-06,7.30125E-08,-3.70077E-07,4.75492E-07,2.02768E-07,-5.47305E-07,1.316E-06,4.38019E-07,-9.65924E-07,1.77123E-06,3.95846E-07,-9.43642E-07,1.92177E-06,2.22381E-07,-4.32704E-07,1.06315E-06,5.26647E-07,-1.04689E-06,3.04319E-06,1.06991E-07,-5.36665E-07,6.83357E-07,2.03967E-07,-7.58846E-07,1.54311E-06
Central African Republic,6.54819E-09,-3.42512E-08,7.05677E-08,2.15723E-09,-3.2838E-08,6.36884E-08,4.29081E-09,-2.81657E-08,4.78363E-08,9.62596E-09,-4.7849E-08,9.41241E-08,3.31871E-09,-1.93634E-08,3.02676E-08,3.25387E-09,-1.63774E-08,4.87503E-08,1.9322E-08,-4.92578E-08,1.61614E-07,2.18874E-08,-5.43251E-08,1.92231E-07,1.08104E-08,-1.12028E-07,1.17314E-07,3.53418E-08,-9.80082E-08,2.8526E-07,4.21333E-09,-1.19691E-08,5.05277E-08,1.67472E-08,-3.91002E-08,1.48886E-07,1.15876E-07,-4.77851E-07,1.14399E-06,8.42839E-08,-5.24792E-07,9.47045E-07,8.06265E-08,-2.60077E-07,6.77667E-07,1.11862E-07,-5.77504E-07,1.17793E-06,2.66449E-08,-2.04668E-07,3.0519E-07,6.25176E-08,-3.43548E-07,4.79599E-07,2.15287E-09,-8.01458E-09,1.94956E-08,1.93128E-09,-1.00335E-08,1.89975E-08,1.26013E-09,-6.57762E-09,1.23668E-08,2.6743E-09,-1.29484E-08,2.30246E-08,5.51305E-10,-3.73582E-09,6.86688E-09,1.60338E-09,-3.79839E-09,1.36479E-08,4.76063E-09,-2.20268E-08,4.33302E-08,4.21158E-09,-2.58498E-08,4.61786E-08,2.38941E-09,-1.16704E-08,3.00093E-08,6.11754E-09,-3.37016E-08,5.44764E-08,1.24157E-09,-9.00689E-09,1.5748E-08,2.43182E-09,-1.1564E-08,2.6917E-08
Cuba,1.06065E-07,-5.51694E-08,3.16454E-07,5.55652E-08,-2.05898E-07,3.7193E-07,6.77365E-08,-1.86973E-07,3.72755E-07,1.51862E-07,-1.99025E-07,6.10443E-07,4.43778E-08,-1.37488E-07,2.75693E-07,3.75307E-08,-1.67162E-07,3.47834E-07,7.0689E-07,-4.02693E-07,1.91362E-06,8.54794E-07,-4.35327E-07,2.83654E-06,3.48969E-07,-1.46703E-06,2.4625E-06,1.33646E-06,-3.40036E-08,4.11106E-06,1.59956E-07,-1.93898E-07,1.06698E-06,6.23969E-07,-4.99439E-07,2.56071E-06,6.06257E-06,-1.64396E-06,1.9125E-05,4.89284E-06,-3.42394E-06,2.16743E-05,3.64031E-06,-5.21266E-06,1.86826E-05,5.96994E-06,-4.9345E-06,2.14941E-05,1.11735E-06,-3.8352E-06,1.19228E-05,3.26643E-06,-3.88102E-06,1.64416E-05,9.9756E-08,-5.49865E-08,2.77305E-07,9.4088E-08,-1.09418E-07,3.47068E-07,5.56337E-08,-1.32386E-07,2.92373E-07,1.25161E-07,-9.59943E-08,4.29113E-07,2.14458E-08,-7.80659E-08,1.93185E-07,7.09531E-08,-7.82012E-08,3.47232E-07,3.67799E-07,-2.16335E-07,9.52852E-07,3.45261E-07,-3.29169E-07,1.1927E-06,1.82955E-07,-2.31847E-07,9.33146E-07,4.60334E-07,-2.47577E-07,1.46928E-06,7.91296E-08,-2.84414E-07,6.73305E-07,1.77215E-07,-2.76482E-07,9.52081E-07
Cape Verde,6.02281E-08,-2.61449E-07,3.41647E-07,1.99201E-08,-2.29029E-07,3.19148E-07,3.55031E-08,-2.67717E-07,3.0726E-07,8.3363E-08,-4.82213E-07,4.91647E-07,0,0,0,3.03719E-08,-8.58686E-08,1.56011E-07,7.92427E-07,-6.16037E-07,2.87973E-06,9.35623E-07,-6.11711E-07,4.17929E-06,3.43527E-07,-2.07983E-06,3.28929E-06,1.44033E-06,-1.10119E-06,5.94318E-06,0,0,0,6.71748E-07,-6.38487E-07,1.9695E-06,4.19316E-06,-7.16083E-06,1.39166E-05,3.05731E-06,-8.414E-06,2.13645E-05,2.05957E-06,-1.04039E-05,1.70538E-05,4.04591E-06,-1.03387E-05,2.07136E-05,0,0,0,1.72872E-06,-3.47077E-06,6.82487E-06,2.81225E-08,-2.03551E-08,1.05472E-07,2.44117E-08,-2.34834E-08,1.12224E-07,1.47327E-08,-4.26818E-08,9.75064E-08,3.2961E-08,-1.34044E-09,1.48372E-07,0,0,0,1.87878E-08,-1.05415E-08,6.27482E-08,2.18153E-07,-5.4829E-07,8.03525E-07,1.85172E-07,-6.38877E-07,1.18913E-06,9.57744E-08,-3.80247E-07,9.18615E-07,2.50336E-07,-8.0963E-07,1.63024E-06,0,0,0,1.19696E-07,-1.94738E-07,4.2512E-07
COOK_ISLANDS,0,0,0,0,0,0,1.34207E-07,9.60037E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74838E-06,1.09811E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58761E-05,5.7788E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09354E-06,1.88864E-07,0.000800466,0,0,0,0,0,0,0,0,0
Cyprus,4.61162E-08,-2.47474E-08,1.22426E-07,2.19118E-08,-5.95825E-08,1.35021E-07,3.03286E-08,-4.89901E-08,1.34386E-07,6.62905E-08,-2.48203E-08,1.4458E-07,2.03263E-08,-5.29685E-08,1.0601E-07,1.48376E-08,-4.73886E-08,1.1937E-07,1.88492E-06,-7.38356E-07,4.7132E-06,2.32059E-06,-3.13392E-07,5.20532E-06,9.61594E-07,-2.5793E-06,5.08214E-06,3.59715E-06,1.46291E-06,6.26978E-06,4.40012E-07,-3.15821E-07,2.84867E-06,1.67586E-06,-6.99959E-07,4.85409E-06,3.2213E-05,1.67289E-05,6.52343E-05,1.87388E-05,-7.70511E-06,5.815E-05,8.92502E-06,-7.72905E-06,3.94149E-05,2.3281E-05,-2.33555E-06,6.04583E-05,3.99904E-06,-1.01601E-05,4.34052E-05,1.03766E-05,-9.93022E-06,4.56397E-05,5.21811E-08,-2.57691E-08,1.45322E-07,4.73835E-08,-2.29223E-08,1.34818E-07,3.11314E-08,-4.02648E-08,1.18627E-07,6.30972E-08,1.40313E-08,1.46039E-07,1.19044E-08,-2.40725E-08,9.42305E-08,3.67666E-08,-1.169E-08,1.32885E-07,4.22465E-07,-2.36803E-07,1.01215E-06,3.87516E-07,-1.79712E-07,9.95385E-07,2.02605E-07,-1.50885E-07,8.32182E-07,5.17468E-07,1.09224E-07,1.11534E-06,9.35846E-08,-1.9125E-07,7.37224E-07,2.09419E-07,-1.864E-07,8.54649E-07
Denmark,1.6658E-07,-1.07508E-07,4.65342E-07,7.02244E-08,-4.00263E-07,5.88675E-07,1.14818E-07,-3.60624E-07,6.3771E-07,2.56825E-07,-4.48375E-07,1.02096E-06,6.61325E-08,-2.8638E-07,4.91361E-07,5.36956E-08,-2.80507E-07,4.98248E-07,6.21332E-07,-4.69515E-07,2.20191E-06,8.47621E-07,-4.53859E-07,3.00397E-06,3.37896E-07,-1.66451E-06,2.26797E-06,1.2742E-06,-7.1512E-07,3.9462E-06,1.67116E-07,-2.34945E-07,1.07016E-06,6.26587E-07,-4.74274E-07,2.45329E-06,6.01316E-06,-1.09018E-06,1.5706E-05,4.09462E-06,-6.59534E-06,2.1143E-05,2.93655E-06,-1.34752E-05,1.94453E-05,5.26748E-06,-1.02725E-05,1.9346E-05,9.99608E-07,-6.35607E-06,1.38324E-05,6.62088E-07,-4.76932E-06,1.08411E-05,5.84699E-08,-1.29121E-08,1.78508E-07,5.27496E-08,-9.60513E-08,1.79219E-07,3.13744E-08,-6.83197E-08,1.81471E-07,7.06027E-08,-1.27212E-07,1.99982E-07,1.11817E-08,-5.12165E-08,1.05369E-07,3.96569E-08,-6.43764E-08,1.76506E-07,2.17094E-08,-6.89332E-09,5.96304E-08,1.96344E-08,-2.53215E-08,7.09695E-08,1.03994E-08,-1.29577E-08,5.60463E-08,2.66783E-08,-3.05641E-08,7.82607E-08,4.24255E-09,-1.46887E-08,3.98602E-08,1.00858E-08,-1.60325E-08,5.37014E-08
Djibouti,1.84572E-08,-1.37713E-07,1.49466E-07,4.54485E-09,-9.87631E-08,1.32431E-07,4.14791E-08,6.75753E-09,9.53913E-08,6.17684E-08,-4.05075E-07,4.58785E-07,5.32547E-09,-5.90105E-08,9.76493E-08,3.45239E-09,-7.59404E-08,1.15404E-07,4.74615E-08,-5.7356E-07,5.98756E-07,7.48628E-08,-4.5983E-07,6.01069E-07,1.66895E-07,1.40473E-08,4.2046E-07,3.05131E-07,-1.84381E-06,2.40244E-06,1.07713E-08,-1.14218E-07,2.21576E-07,4.38264E-08,-3.81394E-07,5.71763E-07,1.98781E-07,-1.64474E-06,2.61234E-06,1.56955E-07,-1.65057E-06,2.12532E-06,2.26708E-07,3.14641E-08,6.49379E-07,2.74624E-07,-2.65094E-06,3.25101E-06,2.09323E-08,-7.5918E-07,9.91401E-07,7.22789E-08,-1.13274E-06,1.12848E-06,1.52784E-09,-1.01128E-08,1.3283E-08,1.47141E-09,-8.55916E-09,1.3452E-08,3.9181E-09,6.55423E-10,8.9215E-09,5.84078E-09,-3.81311E-08,4.84746E-08,2.07731E-10,-3.8789E-09,5.55876E-09,9.92192E-10,-6.43319E-09,1.23643E-08,2.79204E-08,-1.75021E-07,2.84016E-07,2.4513E-08,-1.16911E-07,2.33216E-07,2.97916E-08,7.2511E-09,6.70502E-08,6.18707E-08,-3.34387E-07,7.12128E-07,5.48031E-09,-6.66177E-08,1.00023E-07,1.16007E-08,-1.07767E-07,1.57097E-07
Dominica,5.68077E-07,-7.4232E-08,1.94625E-06,2.75735E-07,-8.21422E-07,1.86638E-06,3.19487E-07,-6.80146E-07,1.88429E-06,7.3271E-07,1.4639E-07,2.19397E-06,2.30862E-07,-4.90217E-07,1.40294E-06,3.1432E-07,-5.10673E-07,1.822E-06,4.38792E-06,-2.11076E-07,1.19795E-05,4.46355E-06,-5.69339E-07,1.22224E-05,1.68134E-06,-6.6036E-06,1.1805E-05,6.8664E-06,2.9249E-06,1.54417E-05,7.73218E-07,-6.40404E-07,5.38794E-06,3.65525E-06,-1.44355E-06,1.0902E-05,5.16658E-05,4.96113E-06,0.000148279,3.8395E-05,-1.35815E-05,0.00013255,3.66584E-05,4.40774E-06,0.000137884,4.76325E-05,-3.36239E-06,0.000130892,1.01415E-05,-2.13761E-05,7.73096E-05,3.77545E-05,-1.00858E-05,0.000130964,2.10317E-07,-9.29422E-08,6.87964E-07,1.91952E-07,-8.58899E-08,6.05627E-07,1.1608E-07,-2.13825E-07,5.52793E-07,2.51517E-07,6.56139E-08,6.87781E-07,4.635E-08,-1.17845E-07,4.31466E-07,1.46108E-07,-5.36568E-08,6.66501E-07,1.52314E-06,-6.83008E-07,4.81304E-06,1.38584E-06,-6.20054E-07,4.47784E-06,7.4945E-07,-5.31496E-07,3.88313E-06,1.82994E-06,5.05226E-07,4.8136E-06,3.36303E-07,-8.17299E-07,3.10561E-06,7.20721E-07,-8.97018E-07,3.56582E-06
JARVIS_ISLAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,7.68019E-08,-5.36191E-08,2.41627E-07,3.98007E-08,-1.64158E-07,2.38126E-07,5.32127E-08,-1.39557E-07,2.37942E-07,7.90505E-08,-8.74114E-08,3.10569E-07,3.14487E-08,-1.32453E-07,1.86023E-07,2.82552E-08,-1.20529E-07,2.85456E-07,7.30865E-07,-4.01577E-07,2.2716E-06,8.66217E-07,-5.40546E-07,2.98034E-06,4.1103E-07,-1.92961E-06,2.1956E-06,1.00132E-06,-1.72949E-07,3.25586E-06,1.63396E-07,-2.23218E-07,1.12125E-06,6.48805E-07,-5.97969E-07,2.62932E-06,8.19037E-06,-2.69126E-06,2.24813E-05,6.58973E-06,-3.73866E-06,2.35143E-05,5.50187E-06,-3.43732E-06,2.11321E-05,7.64971E-06,-1.72667E-06,2.43824E-05,1.49991E-06,-4.28086E-06,1.31305E-05,4.9225E-06,-3.18867E-06,2.00292E-05,1.13375E-07,-7.04719E-08,3.20446E-07,1.08204E-07,-7.29725E-08,3.38227E-07,7.0467E-08,-1.00044E-07,2.95611E-07,1.295E-07,-1.90068E-08,4.06298E-07,2.46298E-08,-8.24435E-08,2.1534E-07,8.07962E-08,-4.97509E-08,3.67162E-07,3.84082E-07,-2.61214E-07,9.81386E-07,3.63885E-07,-2.27969E-07,1.0999E-06,1.99962E-07,-1.58456E-07,8.25551E-07,4.04289E-07,-6.39775E-09,1.14676E-06,8.21912E-08,-2.50782E-07,6.20929E-07,1.8451E-07,-2.53047E-07,9.29263E-07
Ecuador,2.32104E-07,-6.32025E-07,1.23231E-06,1.13138E-07,-6.61488E-07,9.91898E-07,1.62384E-07,-4.3355E-07,7.80748E-07,3.01014E-07,-9.85583E-07,1.66753E-06,9.11668E-08,-4.57141E-07,6.66564E-07,9.84758E-08,-5.25731E-07,9.72442E-07,4.80755E-07,-1.1886E-06,2.64267E-06,5.16371E-07,-1.3742E-06,2.98077E-06,2.99176E-07,-1.77851E-06,1.94755E-06,8.14945E-07,-2.33955E-06,4.29772E-06,8.6935E-08,-3.10509E-07,7.71029E-07,3.9034E-07,-1.14514E-06,2.5296E-06,5.22417E-06,-3.75698E-06,1.99507E-05,4.00497E-06,-3.72949E-06,1.73083E-05,3.68655E-06,-2.13739E-06,1.51003E-05,4.92441E-06,-5.60241E-06,1.91441E-05,9.62909E-07,-4.15867E-06,8.4936E-06,3.70043E-06,-4.6676E-06,1.63396E-05,1.22742E-07,-3.1657E-07,5.55879E-07,1.09331E-07,-3.13856E-07,6.02331E-07,7.78734E-08,-2.26696E-07,3.60196E-07,1.45463E-07,-4.80887E-07,8.11028E-07,2.55942E-08,-1.4976E-07,2.46318E-07,7.91108E-08,-3.14093E-07,5.48606E-07,1.30381E-07,-2.09135E-07,4.88308E-07,1.16643E-07,-2.10258E-07,5.10678E-07,6.50539E-08,-1.15921E-07,2.84355E-07,1.5305E-07,-2.50949E-07,7.14346E-07,2.81207E-08,-1.29258E-07,2.21033E-07,6.00843E-08,-1.63454E-07,3.80979E-07
Egypt,5.67583E-09,-1.59761E-08,2.48178E-08,2.41883E-09,-1.5147E-08,2.50819E-08,5.36183E-09,-2.79092E-09,1.5247E-08,9.29434E-09,-3.08119E-08,4.68991E-08,1.57728E-09,-5.96337E-09,9.68627E-09,1.26875E-09,-5.9636E-09,1.18167E-08,1.74553E-08,-3.8074E-08,7.69088E-08,2.23905E-08,-3.76072E-08,8.34633E-08,1.45214E-08,-1.27261E-08,5.58717E-08,4.08156E-08,-7.88085E-08,1.55649E-07,3.46546E-09,-3.64229E-09,2.2125E-08,1.3515E-08,-9.21006E-09,4.78952E-08,1.08465E-07,-1.58428E-07,3.76144E-07,8.41321E-08,-1.26666E-07,3.44461E-07,7.83437E-08,-4.07655E-08,2.38717E-07,1.20769E-07,-3.41105E-07,6.44074E-07,1.52151E-08,-6.81316E-08,1.44383E-07,3.85373E-08,-6.52863E-08,1.86328E-07,1.07416E-09,-1.4565E-09,3.50538E-09,9.86314E-10,-1.44007E-09,3.41915E-09,8.55495E-10,-4.20459E-10,2.34288E-09,1.53004E-09,-3.52124E-09,6.4262E-09,1.87819E-10,-5.56667E-10,1.4168E-09,6.23667E-10,-2.5916E-10,2.14334E-09,6.57009E-09,-1.74303E-08,2.63789E-08,6.11485E-09,-1.38362E-08,2.69927E-08,4.31157E-09,-1.41194E-09,1.19973E-08,9.38675E-09,-3.08405E-08,6.05929E-08,1.03722E-09,-3.07299E-09,7.655E-09,2.31716E-09,-3.54569E-09,1.06951E-08
